# id	file_path	transparent_color_r	g	b
[TEXTURES]
500	map\map1a_bank.png	255	255	255
0	textures\gimmick.png	0	0	255
10	textures\gimmick2.png	0	0	255
20	textures\enemy.png	57	189	255
30	textures\enemy2.png	57	189	255
40	textures\item.png	215	121	214
50	textures\enemy4.png	203	102	185
60	textures\HUB.png	0	0	255
70	textures\enemy3.png	0	0	255
80	textures\Cai-Long.png	203	102	185
90	textures\Window.png	215	121	214
100	textures\treasures.png	60	188	252
120	textures\item2.png	60	188	252
14	textures\1a.png	60	188	252
130	textures\enemy5.png	57	189	255
110	textures\HUD2.png	255	13	17

#ID	TRTileSet	TCTileSet	TRMap	TCMap	TotalTiles	Matrix_Path
[MAP]
500	7	11	24	64	69	map\map1a_map.txt

# id	left	top	right	bottom	texture_id
[SPRITES]
#==== gimmick=====
# idle right
10000	2	2	18	21	0
10001	22	2	38	21	0

#walk right
10002	2	24	18	43	0
10003	21	24	37	43	0
10004	39	24	55	43	0
10005	58	24	74	43	0
10006	79	24	95	43	0
10007	99	24	115	43	0

# =============== Moving brick ===============
40011	193	120	225	136	14

#Jump right
10008	2	46	18	70	0
10009	22	50	36	66	0

#colision right
10010	2	72	18	97	0
10011	21	72	43	97	0
10012	42	72	64	97	0
10013	65	72	87	97	0
10014	94	72	116	97	0
10015	120	72	142	97	0
10016	170	72	192	97	0

#idle left
10017	399	2	415	21	10
10018	379	2	395	21	10

#walk left
10019	399	24	415	43	10
10020	380	24	396	43	10
10021	362	24	378	43	10
10022	322	24	338	43	10
10023	302	24	318	43	10

#Jump left
10024	399	46	415	70	10
10025	381	50	395	66	10

#colision left
10026	399	72	415	97	10
10027	377	72	393	97	10
10028	356	72	372	97	10
10029	330	72	352	97	10
10030	277	72	294	97	10
10031	250	72	268	97	10
10032	201	72	217	97	10
#die
10101	8	243	24	259	0
10102	25	243	41	259	0
10103	44	243	60	259	0

#=====star====
#small star
20000	8	141	16	149	0
20001	20	141	28	149	0

#big star
20002	33	138	53	159	0
20003	55	138	75	159	0
20004	124	137	144	159	0
20005	148	137	168	159	0

#=======black eneny
#==normal
#walk right
30000	2	1	18	17	20
30001	20	2	36	17	20
30002	38	1	54	17	20
#walk left
30003	678	1	694	17	30
30004	660	2	676	17	30
30005	642	1	658	17	30

#fly right
30006	2	19	18	36	20
30007	20	19	36	36	20
30008	38	19	54	36	20
30009	56	19	72	36	20
30010	74	19	90	36	20

#fly left
30011	678	19	694	36	30
30012	660	19	676	36	30
30013	642	19	658	36	30
30014	624	19	640	36	30
30015	606	19	622	36	30

#jump right
30020	 38	1	54	17	20

#jump left
30021	642	1	658	17	30

#die
30022	642	863	658	879	130

#brick
40000	120	52	136	68	40
40001	137	1	153	17	40
40002	35	86	51	102	40
40003	154	18	170	34	40
40004	120	1	136	17	40
40005	154	1	170	17	40
40006	154	52	170	68	40
40007	120	18	136	34	40
40008	137	18	153	34	40

#====black electric enemy
#walk right
50000	2	39	18	61	20
50001	20	40	36	61	20
50002	38	39	54	61	20

#sit right
50003	56	46	72	61	20

#walk left
50004	678	39	694	61	30
50005	660	40	676	61	30
50006	642	39	658	61	30

#sit lelt
50007	624	46	640	61	30

#===MEDICINE===
#Pink-medicine
60000	1	2	15	16	60
#Orange-medicine
60001	17	0	31	16	60
#Boom-pink-medicine
60002	33	1	47	16	60
#Boom-black-medicine
60003	49	1	63	16	60

#====Slide====
#Slide right
60100	1	171	17	187	40
60101	18	171	34	187	40
60102	35	171	51	187	40
60103	52	171	68	187	40

#Slide left
60104	52	188	68	204	40
60105	35	188	51	204	40
60106	18	188	34	204	40
60107	1	188	17	204	40

#====moving-brick====
#40010	137	103	153	119	40
#40011	154	103	170	119	40

#flower
70000	1	1	23	44	100

#bomb
#lăn
70100	85	22	101	38	50
70101	102	22	118	38	50

#cá đỏ
#walk left
70200	45	7	60	18	120
70201	24	7	40	18	120
70202	4	7	19	18	120

#walk right
70203	77	6	88	18	120
70204	92	7	106	18	120
70205	110	7	126	18	120

#cá đen
#walk left
70300	44	25	59	40	120
70301	23	25	39	40	120
70302	4	25	19	40	120
#walk right
70303	78	25	90	40	120
70304	95	25	107	40	120
70305	111	25	126	40	120

#cá vàng
#walk left
70400	42	49	58	62	120
70401	23	49	38	62	120
70402	4	49	19	62	120
#walk right
70403	78	48	90	62	120
70404	95	48	106	62	120
70405	110	49	126	62	120

#======Banh-xe-lon
#banh-xe-quay-1
80000	1	205	17	221	40
80001	18	205	34	221	40
80002	1	222	17	238	40
80003	18	222	34	238	40
#banh-xe-quay-2
80004	35	205	51	221	40
80005	52	205	68	221	40
80006	35	222	51	238	40
80007	52	222	68	238	40
#banh-xe-quay-3
80008	1	239	17	255	40
80009	18	239	34	255	40
80010	1	256	17	272	40
80011	18	256	34	272	40
#banh-xe-quay-4
80012	35	239	51	255	40
80013	52	239	68	255	40
80014	35	256	51	272	40
80015	52	256	68	272	40

#Banh-xe-nho
80016	69	205	85	221	40
80017	69	222	85	238	40
80018	69	239	85	255	40
80019	69	256	68	272	40

#Tia-set
80100	103	154	119	170	40
80101	120	154	136	170	40
80102	137	154	153	170	40
80103	154	154	170	170	40

80104	103	171	119	187	40

#=====Thac do
#Thac do 1
80200	222	137	238	153	40
80201	188	103	204	119	40
80202	222	103	238	119	40
80203	188	137	204	153	40
#Thac-do-2
80204	205	137	221	153	40
80205	171	103	187	119	40
80206	205	103	221	119	40
80207	171	137	187	153	40
#Thac-do-3
80208	222	154	238	170	40
80209	188	120	204	136	40
80210	222	120	238	136	40
80211	188	154	204	170	40
#Thac-do-4
80212	205	154	221	170	40
80213	171	120	187	136	40
80214	205	120	221	136	40
80215	171	154	187	170	40

#====Cua-mo
#dong
80300	71	35	119	66	90
#mo
80310	71	80	119	112	90


#====Chan-thac
#chan-thac-1
80400	205	273	221	289	40
80401	171	239	187	255	40
80402	205	239	221	255	40
80403	171	273	187	289	40
#chan-thac-2
80404	188	273	204	289	40
80405	154	239	170	255	40
80406	188	239	204	255	40
80407	154	273	170	289	40
#chan-thac-3
80408	205	290	221	306	40
80409	171	256	187	272	40
80410	205	256	221	272	40
80411	171	290	187	306	40
#chan-thac-4
80412	188	290	204	306	40
80413	154	256	170	272	40
80414	188	256	204	272	40
80415	154	290	170	306	40

#====pink Worm
#walk right
80500	2	314	25	328	20
80501	27	314	49	328	20

#walk left
80502	671	314	694	328	30
80503	647	314	669	328	30

#====more-enemy
#green bomb
80600	2	1	16	19	50
80601	19	1	33	19	50
80602	36	1	50	19	50
80603	53	1	67	19	50

#red bomb
80604	69	1	83	19	50

#green gun
80610	85	2	101	18	50

#red gun
80611	102	2	118	18	50

#====cai long
#slide-right
80700	11	159	47	222	80
80701	10	73	46	136	80
80702	52	73	88	136	80
80703	94	73	130	136	80
#open
80704	53	159	89	230	80
80705	94	159	132	232	80

#====HUB
80710	0	32	256	64	60

#bomb-no
80605	323	142	339	158	0
80606	340	142	356	158	0
80607	359	142	375	158	0
80608	378	142	394	158	0
80609	393	142	409	158	0

#====BOSS
#BOSS-attack
80800	5	102	37	146	70
80801	41	101	73	146	70
80802	77	99	111	146	70
#B0SS-walk-right
80810	5	65	37	97	70
80811	42	66	74	97	70
80812	78	65	110	97	70
80813	114	66	146	97	70
#BOSS-Be-Attacked
80820	78	23	110	62	70
80821	41	31	73	62	70
80822	5	31	37	62	70
#BOSS-râu
80830	3	3	27	16	70
80831	30	3	54	16	70
80832	57	3	81	16	70
80833	84	3	108	16	70

#Thanh-hub
80720	0	95	254	127	110
# 0hp
80721	9	15	59	31	110
#1hp
80722	9	34	59	50	110
#2hp
80723	9	55	59	71	110
#3HP
80724	9	76	59	92	110
#4hp
80725	73	15	123	31	110

#pink-medical
80730	79	52	101	74	110
#boom
80731	111	52	133	74	110
#pink
80732	142	52	164	74	110

#==Number
#0
80740	32	135	41	143	110
#1
80741	44	135	52	143	110
#2
80742	55	135	63	143	110
#3
80743	67	135	75	143	110
#4
80744	79	135	87	143	110
#5
80745	90	135	98	143	110
#6
80746	101	135	109	143	110
#7
80747	112	135	120	143	110
#8
80748	123	135	131	143	110
#9
80749	135	135	143	143	110
# 0hp
80721	9	15	59	31	110
#1hp
80722	9	34	59	50	110
#2hp
80723	9	55	59	71	110
#3HP
80724	9	76	59	92	110
#4hp
80725	73	15	123	31	110


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#Gimmick
#idle right
100	10000	2500	10001	200	10000	200	10001	200
#idle left
101	10017	2500	10018	200	10017	200	10018	200
#walk right
